generic_name,cell_line,replicate,GR_AOC,GRmax,GEC50,GR50
ribociclib,HCC38,3,0.37552646870151,0.2286820832365535,176.31940826821142,0.8726466251535299
ribociclib,HCC70,1,-0.07522156272231434,1.027058922067083,0.0,100.0
ribociclib,HCC70,2,-0.01087324590113467,0.968259518055162,0.0,100.0
ribociclib,HCC70,3,-0.07440377579502173,1.0030190096947935,0.0,100.0
ribociclib,HS578T,1,0.3334576759535822,0.4007834301182556,1000.0,3.2395591767737466
ribociclib,HS578T,2,0.386044335201307,0.3545408683616622,25.87841630451185,0.8377599583638639
ribociclib,HS578T,3,0.33367712780756564,0.3733801266580105,888.82315599929,3.752115941374569
ribociclib,HTERT_HME1,1,0.36824988658254815,0.2524775844996805,324.34810113323874,1.054790248523134
ribociclib,HTERT_HME1,2,0.3752452705744838,0.3343235394281698,1.166920453999775,0.971320683453086
ribociclib,HTERT_HME1,3,0.3521936568071617,0.2896055580263932,297.016891032197,1.4078579483003437
ribociclib,MCF10A,1,0.22520736126916902,0.4701256471604849,1000.0,14.745578516734652
ribociclib,MCF10A,2,0.24669596803883706,0.3973920977384009,1000.0,8.85613446482639
